ITEMID,JUDUL,PENULIS,KURIKULUM,TAHUNTERBIT,JENJANG,PARETO, HARGA 
2014001950,SERI BACA TULIS JL.4: MENULIS KALIMAT/TK,IM TRI SUYOTO-ACHMAD SAPARI,TK,2013,TK,0," 37,000 "
2014001980,PAKET SUPER PINTAR 4-5 TH/TK,HELYANTINI SOETOPO,TK,2014,TK,0," 186,000 "
2014002040,PAKET SUPER PINTAR 5-6 TH/TK,HELYANTINI SOETOPO,TK,2014,TK,0," 186,000 "
2014002160,BK PENGHUBUNG SUPER PINTAR,HELYANTINI SOETOPO,TK,2014,TK,0," 22,000 "
2014002161,BK PENGHUBUNG (PROYEK SIDRAP),TIM EFK,TK,2017,TK,0," 22,000 "
2014002170,PAKET SBBAA KELOMPOK BERMAIN,TJITJI WARTISAH,TK,2014,TK,0," 133,000 "
2014002200,PAKET BLJR BSM ALIF&ANISA - TEMATIK INTEGRATIF 4-5TH SMT.1,"HJ. ANDY, DKK",TK,2014,TK,0," 128,000 "
2014002201,PAKET SBBAA TEMATIK USIA 4-5TH SMT.1/REVISI,TIM ANAK BANGSA,TK,2017,TK,0," 170,000 "
2014002210,SBBAA: TEMATIK INTEGRATIF 4-5TH: DIRI SENDIRI (isi paket 20#,HJ. ANDY - SUWAJI,TK,2014,TK,0," 22,000 "
2014002220,SBBAA: TEMATIK INTEGRATIF 4-5TH: LINGKUNGANKU (isi paket 20#,AMBAR SETYORINI - H. HIMAWAN,TK,2014,TK,0," 22,000 "
2014002230,SBBAA: TEMATIK INTEGRATIF 4-5TH: KEBUTUHANKU (isi paket 201#,KUNDURI - AMBAR SETYORINI,TK,2014,TK,0," 22,000 "
2014002240,SBBAA: TEMATIK INTEGRATIF 4-5TH: BINATANG HALAL HARAM&KURBAN,SUWAJI - AMINARNI,TK,2014,TK,0," 22,000 "
2014002250,SBBAA: TEMATIK INTEGRATIF 4-5TH: TANAMAN (isi paket 2014002#,H. HIMAWAN - AMBAR SETYORINI,TK,2014,TK,0," 22,000 "
2014002260,SBBAA: TEMATIK INTEGRATIF 4-5TH: REKREASI (isi paket 201400#,MASRIAN - KUNDURI,TK,2014,TK,0," 22,000 "
2014002270,SBBAA: TEMATIK INTEGRATIF 4-5TH: PEKERJAAN (isi paket 20140#,H. ASY'ARI - HJ. ANDI,TK,2014,TK,0," 22,000 "
2014002280,SBBAA: TEMATIK INTEGRATIF 4-5TH: AIR UDARA API (isi paket 2#,HJ. SRI MINTARTI - MASRIAN,TK,2014,TK,0," 22,000 "
2014002290,SBBAA: TEMATIK INTEGRATIF 4-5TH: ALAT KOMUNIKASI (isi paket#,AMINARNI - H. ASY'ARI,TK,2014,TK,0," 22,000 "
2014002300,SBBAA: TEMATIK INTEGRATIF 4-5TH: TANAH AIRKU (isi paket 201#,KUNDURI - HJ. SRI MINTARTI,TK,2014,TK,0," 22,000 "
2014002320,SBBAA: TEMATIK INTEGRATIF 4-5TH: AMALIAH RAMADHAN (isi pake#,SUWAJI - KUNDURI,TK,2014,TK,0," 22,000 "
2014002330,PAKET BLJR BSM ALIF&ANISA - TEMATIK INTEGRATIF 4-5TH SMT.2#,"HJ. ANDY, DKK",TK,2014,TK,0," 128,000 "
2014002331,PAKET SBBAA TEMATIK 4-5TH SMT.2/REVISI,TIM ANAK BANGSA,TK,2017,TK,0," 170,000 "
2014002450,SBBAA: TEMATIK INTEGRATIF 5-6TH: AMALIAH RAMADHAN#,SUWAJI - KUNDURI,TK,2014,TK,0," 22,000 "
2014002460,BUDAK RANCAGE USIA 4-5TH/TK,DENI HADIANSYAH,TK,2016,TK,0," 43,000 "
2014002470,BUDAK RANCAGE USIA 5-6TH/TK,DENI HADIANSYAH,TK,2016,TK,0," 43,000 "
2014002480,PAKET BLJR BSM ALIF&ANISA - TEMATIK INTEGRATIF 5-6TH SMT.1,"HJ. ANDY S, DKK",TK,2014,TK,0," 116,000 "
2014002481,PAKET SBBAA TEMATIK USIA 5-6TH SMT.1/REVISI,TIM ANAK BANGSA,TK,2017,TK,0," 170,000 "
2014002490,PAKET BLJR BSM ALIF&ANISA - TEMATIK INTEGRATIF 5-6TH SMT.2,"HJ. ANDY S, DKK",TK,2014,TK,0," 128,000 "
2014002491,PAKET SBBAA TEMATIK 5-6TH SMT.2/REVISI,TIM ANAK BANGSA,TK,2017,TK,0," 170,000 "
2014002500,SBBAA-AKTIVITASKU USIA 4-5 TAHUN,TIM EDITORIAL,TK,2016,TK,0," 46,000 "
2014002510,SBBAA-AKTIVITASKU USIA 5-6 TAHUN,TIM EDITORIAL,TK,2016,TK,0," 46,000 "
2014002520,SBBAA KELOMPOK BERMAIN: BERBAHASA,TJITJI WARTISAH,TK,2014,TK,0," 43,000 "
2014002530,WASIS BASA JAWA/4-5 TAHUN,IM TRI SUYOTO - SUYADI,TK,2014,TK,0," 30,000 "
2014002540,WASIS BASA JAWA/5-6 TAHUN,IM TRI SUYOTO - SUYADI,TK,2014,TK,0," 30,000 "
2014002560,4SAHABAT: MENULIS HURUF TEGAK BERSAMBUNG,ERIK WIJAYA,TK,2015,TK,0," 50,000 "
2014002650,PAKET SERI 4SAHABAT-TEMATIK SAINTIFIK 4-5TH,TJITJI WARTISAH,TK,2015,TK,0," 245,000 "
2014002660,4SAHABAT-TEMATIK SAINTIFIK: DIRI SENDIRI 4-5TH,TJITJI WARTISAH,TK,2015,TK,0," 27,000 "
2014002670,4SAHABAT-TEMATIK SAINTIFIK: LINGKUNGANKU 4-5TH,TJITJI WARTISAH,TK,2015,TK,0," 27,000 "
2014002680,4SAHABAT-TEMATIK SAINTIFIK: KEBUTUHANKU 4-5TH,TJITJI WARTISAH,TK,2015,TK,0," 27,000 "
2014002690,4SAHABAT-TEMATIK SAINTIFIK: BINATANG 4-5TH,TJITJI WARTISAH,TK,2015,TK,0," 27,000 "
2014002700,4SAHABAT-TEMATIK SAINTIFIK: TANAMAN 4-5TH,TJITJI WARTISAH,TK,2015,TK,0," 27,000 "
2014002710,4SAHABAT-TEMATIK SAINTIFIK: REKREASI 4-5TH,TJITJI WARTISAH,TK,2015,TK,0," 27,000 "
2014002720,4SAHABAT-TEMATIK SAINTIFIK: PEKERJAAN 4-5TH,TJITJI WARTISAH,TK,2015,TK,0," 27,000 "
2014002730,4SAHABAT-TEMATIK SAINTIFIK: AIR UDARA API 4-5TH,TJITJI WARTISAH,TK,2015,TK,0," 27,000 "
2014002740,4SAHABAT-TEMATIK SAINTIFIK: ALAT KOMUNIKASI 4-5TH,TJITJI WARTISAH,TK,2015,TK,0," 27,000 "
2014002750,4SAHABAT-TEMATIK SAINTIFIK: TANAH AIRKU 4-5TH,TJITJI WARTISAH,TK,2015,TK,0," 27,000 "
2014002760,4SAHABAT-TEMATIK SAINTIFIK: ALAM SEMESTA 4-5TH,TJITJI WARTISAH,TK,2015,TK,0," 27,000 "
2014002770,PAKET SERI 4SAHABAT-TEMATIK SAINTIFIK 5-6TH,TJITJI WARTISAH,TK,2015,TK,0," 245,000 "
2014002780,4SAHABAT-TEMATIK SAINTIFIK: DIRI SENDIRI 5-6TH,TJITJI WARTISAH,TK,2015,TK,0," 27,000 "
2014002790,4SAHABAT-TEMATIK SAINTIFIK: LINGKUNGANKU 5-6TH,TJITJI WARTISAH,TK,2015,TK,0," 27,000 "
2014002800,4SAHABAT-TEMATIK SAINTIFIK: KEBUTUHANKU 5-6TH,TJITJI WARTISAH,TK,2015,TK,0," 27,000 "
2014002810,4SAHABAT-TEMATIK SAINTIFIK: BINATANG 5-6TH,TJITJI WARTISAH,TK,2015,TK,0," 27,000 "
2014002820,4SAHABAT-TEMATIK SAINTIFIK: TANAMAN 5-6TH,TJITJI WARTISAH,TK,2015,TK,0," 27,000 "
2014002830,4SAHABAT-TEMATIK SAINTIFIK: REKREASI 5-6TH,TJITJI WARTISAH,TK,2015,TK,0," 27,000 "
2014002840,4SAHABAT-TEMATIK SAINTIFIK: PEKERJAAN 5-6TH,TJITJI WARTISAH,TK,2015,TK,0," 27,000 "
2014002850,4SAHABAT-TEMATIK SAINTIFIK: AIR UDARA API 5-6TH,TJITJI WARTISAH,TK,2015,TK,0," 27,000 "
2014002860,4SAHABAT-TEMATIK SAINTIFIK: ALAT KOMUNIKASI 5-6TH,TJITJI WARTISAH,TK,2015,TK,0," 27,000 "
2014002870,4SAHABAT-TEMATIK SAINTIFIK: TANAH AIRKU 5-6TH,TJITJI WARTISAH,TK,2015,TK,0," 27,000 "
2014002880,4SAHABAT-TEMATIK SAINTIFIK: ALAM SEMESTA 5-6TH,TJITJI WARTISAH,TK,2015,TK,0," 27,000 "
2014002890,PAKET SERI 4SAHABAT-ANAK CERDAS 4-5TH,"HERYANTO, S.Pd., M.Si",TK,2015,TK,0," 175,000 "
2014002900,4SAHABAT-ANAK CERDAS: BERBAHASA USIA 4-5TH,"HERYANTO, S.Pd., M.Si",TK,2015,TK,0," 52,000 "
2014002901,4SAHABAT-BELAJAR SAMBIL BERMAIN: BERBAHASA 4-5TH,"HERYANTO, S.Pd., M.Si",TK,2017,TK,0," 50,000 "
2014002910,4SAHABAT-ANAK CERDAS: BERBAHASA USIA 5-6TH,"HERYANTO, S.Pd., M.Si",TK,2015,TK,0," 52,000 "
2014002911,4SAHABAT-BELAJAR SAMBIL BERMAIN: BERBAHASA 5-6TH,"HERYANTO, S.Pd., M.Si",TK,2017,TK,0," 50,000 "
2014002920,PAKET SERI 4SAHABAT-ANAK CERDAS PDK SAINTIFIK 5-6TH,"HERYANTO, S.Pd., M.Si",TK,2015,TK,0," 175,000 "
2014002990,PAKET SBBAA: BELAJAR CALISTUNG-PEND. SAINTIFIK USIA 4-5TH,WIWIK PUSPITASARI,TK,2015,TK,0," 186,000 "
2014003040,PAKET SBBAA: BELAJAR CALISTUNG-PEND. SAINTIFIK USIA 5-6TH,WIWIK PUSPITASARI,TK,2015,TK,0," 186,000 "
2014003050,PAKET LEMBAR AKTIVITAS PAUD 4-5TH,"AMRULLAH, DKK",TK,2016,TK,0," 120,000 "
2014003070,PAKET LEMBAR AKTIVITAS PAUD 5-6TH,"AMRULLAH, DKK",TK,2016,TK,0," 120,000 "
2014003110,LEMBAR AKTIVITAS ANAK PAUD: BERBAHASA,HELYANTINI SOETOPO,TK,2015,TK,0," 25,000 "
2014003120,LEMBAR AKTIVITAS ANAK PAUD: BUDI PEKERTI,HELYANTINI SOETOPO,TK,2015,TK,0," 25,000 "
2014003130,LEMBAR AKTIVITAS ANAK PAUD: BERHITUNG,HELYANTINI SOETOPO,TK,2015,TK,0," 25,000 "
2014003140,LEMBAR AKTIVITAS ANAK PAUD: KREATIVITAS,HELYANTINI SOETOPO,TK,2015,TK,0," 23,000 "
2014003290,PAKET SERI 4SAHABAT TEMATIK SAINTIFIK DI KEL BERMAIN SMT.1,TJITJI WARTISAH,TK,2016,TK,0," 150,000 "
2014003300,PAKET SERI 4SAHABAT TEMATIK SAINTIFIK DI KEL BERMAIN SMT.2,TJITJI WARTISAH,TK,2016,TK,0," 175,000 "
2014003340,PAKET AKTIVITAS PAUD USIA 3-4TH,HELYANTINI SOETOPO,TK,2017,TK,0," 95,000 "
2014990010,PINTER BASA JAWA TIMUR USIA 4-5TH,NURUL CHOIRUL NISWATIN,TK,2016,TK,0," 36,000 "
2014990020,PINTER BASA JAWA TIMUR USIA 5-6TH,NURUL CHOIRUL NISWATIN,TK,2016,TK,0," 36,000 "
2015000120,ANAK SMART PLUS SAINS - KRKLM 2013 4-5 TAHUN,TIM ANAK BANGSA,TK,2015,TK,0," 26,000 "
2015000130,ANAK SMART PLUS SAINS - KRKLM 2013 5-6 TAHUN,TIM ANAK BANGSA,TK,2015,TK,0," 26,000 "
2015000140,SMART KIDS SERIES: SCIENCE FOR KIDS 4-5 YEAR OLD,TIM ANAK BANGSA,TK,2016,TK,0," 37,000 "
2015000150,SMART KIDS SERIES: SCIENCE FOR KIDS 5-6 YEAR OLD,TIM ANAK BANGSA,TK,2016,TK,0," 37,000 "
2015000180,ANAK MUSLIM: SAINS USIA 4-5TH/PROYEK IGRA TANGERANG,WIWIK PUSPITASARI,TK,2017,TK,0," 25,000 "
2015000190,ANAK MUSLIM: SAINS USIA 5-6TH/PROYEK IGRA TANGERANG,WIWIK PUSPITASARI,TK,2017,TK,0," 25,000 "
2015100010,SMART 3-4 TH: BERHITUNG,TIM ANAK BANGSA,TK,2011,TK,0," 20,000 "
2015100270,SBBAA KELOMPOK BERMAIN: BERHITUNG,TJITJI WARTISAH,TK,2014,TK,0," 43,000 "
2015100320,4SAHABAT-ANAK CERDAS: BERHITUNG USIA 4-5TH,"HERYANTO, S.Pd., M.Si",TK,2015,TK,0," 52,000 "
2015100321,4SAHABAT-BELAJAR SAMBIL BERMAIN: BERHITUNG 4-5TH,"HERYANTO, S.Pd., M.Si",TK,2017,TK,0," 45,000 "
2015100330,4SAHABAT-ANAK CERDAS: BERHITUNG USIA 5-6TH,"HERYANTO, S.Pd., M.Si",TK,2015,TK,0," 52,000 "
2015100331,4SAHABAT-BELAJAR SAMBIL BERMAIN: BERHITUNG 5-6TH,"HERYANTO, S.Pd., M.Si",TK,2017,TK,0," 45,000 "
2015100410,SMART KIDS SERIES: MATH FOR KIDS 4-5 YEAR OLD,TIM ANAK BANGSA,TK,2016,TK,0," 37,000 "
2015100420,SMART KIDS SERIES: MATH FOR KIDS 5-6 YEAR OLD,TIM ANAK BANGSA,TK,2016,TK,0," 37,000 "
2017000050,ANAK MUSLIM: KREATIVITAS RA A,WIWIK PUSPITASARI,TK,2012,TK,0," 17,000 "
2017000060,ANAK MUSLIM: KREATIVITAS RA B,WIWIK PUSPITASARI,TK,2012,TK,0," 17,000 "
2017000150,SERI KREATIF MEWARNAI PEKERJAANKU,TJITJI WARTISAH,TK,2014,TK,0," 30,000 "
2017000160,SERI KREATIF MEWARNAI LINGKUNGANKU,TJITJI WARTISAH,TK,2014,TK,0," 30,000 "
2017000170,SERI KREATIF MEWARNAI REKREASI,TJITJI WARTISAH,TK,2014,TK,0," 30,000 "
2017000180,SERI KREATIF MEWARNAI KEBUTUHANKU,TJITJI WARTISAH,TK,2014,TK,0," 30,000 "
2017000190,SERI KREATIF MEWARNAI DIRI SENDIRI,TJITJI WARTISAH,TK,2014,TK,0," 30,000 "
2017000200,SERI KREATIF MEWARNAI BINATANG,TJITJI WARTISAH,TK,2014,TK,0," 30,000 "
2017000210,"SERI KREATIF MEWARNAI AIR, UDARA, API",TJITJI WARTISAH,TK,2014,TK,0," 30,000 "
2017000220,SERI KREATIF MEWARNAI ALAT KOMUNIKASI,TJITJI WARTISAH,TK,2014,TK,0," 30,000 "
2017000230,SERI KREATIF MEWARNAI TANAH AIRKU,TJITJI WARTISAH,TK,2014,TK,0," 30,000 "
2017000240,SERI KREATIF MEWARNAI ALAM SEMESTA,TJITJI WARTISAH,TK,2014,TK,0," 30,000 "
2017000250,SERI KREATIF MEWARNAI TANAMAN,TJITJI WARTISAH,TK,2014,TK,0," 30,000 "
2017000280,PAKET SERI 4SAHABAT - SENTRA USIA 4-5TH/TK,HELYANTINI SOETOPO,TK,2016,TK,0," 105,000 "
2017000330,PAKET SERI 4SAHABAT - SENTRA USIA 5-6TH/TK,HELYANTINI SOETOPO,TK,2016,TK,0," 100,000 "
2017000380,SBBAA KELOMPOK BERMAIN: AKHLAKUL KARIMAH,TJITJI WARTISAH,TK,2014,TK,0," 43,000 "
2017000390,4SAHABAT-ANAK CERDAS: KREATIVITAS USIA 4-5TH,"HERYANTO, S.Pd., M.Si",TK,2015,TK,0," 45,000 "
2017000391,4SAHABAT-BELAJAR SAMBIL BERMAIN: KREATIVITAS 4-5TH,"HERYANTO, S.Pd., M.Si",TK,2017,TK,0," 50,000 "
2017000400,4SAHABAT-ANAK CERDAS: KREATIVITAS USIA 5-6TH,"HERYANTO, S.Pd., M.Si",TK,2015,TK,0," 45,000 "
2017000401,4SAHABAT-BELAJAR SAMBIL BERMAIN: KREATIVITAS 5-6TH,"HERYANTO, S.Pd., M.Si",TK,2017,TK,0," 50,000 "
2017000410,LBR BHN HBS PAKAI: KREATIF MEWARNAI TEMATIK 4-5TH,TJITJI WARTISAH,TK,2017,TK,0," 70,000 "
2017000420,LBR BHN HBS PAKAI: KREATIF MEWARNAI TEMATIK 5-6TH,TJITJI WARTISAH,TK,2017,TK,0," 70,000 "
2017000470,KREASI SERU JARI TANGAN,TIM EDITOR,TK,2016,TK,0," 32,000 "
2017500010,FINGER PAINTING,ANIES LISTYOWATI-SUGIYANTO,TK,2014,TK,0," 45,000 "
2017600010,KREASI BONEKA TANGAN KERTAS BINATANG JL.1,DWI PUJIYANTO,TK,2016,TK,0," 65,000 "
2017600020,KREASI BONEKA TANGAN KERTAS BINATANG JL.2,DWI PUJIYANTO,TK,2016,TK,0," 58,000 "
2017930010,PANDUAN AKTIVITAS PERMAINAN ANAK USIA DINI,TJITJI WARTISAH,TK,2016,TK,0," 35,000 "
2017960050,PAKET CERMAT PLUS 4-5TH#,TIM TADIKA KREATIF,TK,2012,TK,0," 80,000 "
2017960051,PAKET CERMAT PLUS 4-5TH/REVISI,TIM TADIKA KREATIF,TK,2017,TK,0," 75,000 "
2017960060,PAKET CERMAT PLUS 5-6TH#,TIM TADIKA KREATIF,TK,2012,TK,0," 80,000 "
2017960061,PAKET CERMAT PLUS 5-6TH/REVISI,TIM TADIKA KREATIF,TK,2017,TK,0," 75,000 "
2017960070,PAKET SPESIAL PLUS 4-5TH TK A#,TIM TADIKA KREATIF,TK,2013,TK,0," 586,000 "
2017960080,PAKET SPESIAL PLUS 5-6TH TK B#,TIM TADIKA KREATIF,TK,2013,TK,0," 586,000 "
22000252,KIMIA DASAR JL.1 ED.3#,RAYMOND CHANG,PERTI,2005,PERTI,0," 395,000 "
22000253,KIMIA DASAR JL.2 ED.3#,RAYMOND CHANG,PERTI,2006,PERTI,0," 325,000 "
23000130,BIOLOGI JL.2 ED.5 (LUX)##,CAMBELL,PERTI,2003,PERTI,0," 465,000 "
3003720140,AKU INGIN MENJADI SUTRADARA,DINA ALFIYANTI,UMUM,2017,ANAK,0," 45,000 "
3003720150,AKU INGIN MENJADI PENULIS,DINA ALFIYANTI,UMUM,2017,ANAK,0," 45,000 "
3011520050,BELAJAR KARAKTER DENGAN LAGU,HELYANTINI SOETOPO,UMUM,2017,UMUM,0," 70,000 "
3013700010,MONTESSORI DI RUMAH: 55 KEGIATAN KETERAMPILAN HIDUP,ELVINA LIM KUSUMO,UMUM,2016,UMUM,0," 157,000 "
3083080010,BELAJAR DENGAN OTAK KANAN,ARIS SETYAWAN - IRWAN SGM,UMUM,2015,UMUM,0," 80,000 "
3083300170,INSTANT MARKETING FOR BUSY PEOPLE,ARDHI RIDWANSYAH,UMUM,2017,UMUM,0," 50,000 "
3083480010,DI BALIK LAYAR LIPUTAN 6,TIM REDAKSI LIPUTAN 6,UMUM,2016,UMUM,0," 122,000 "
3083700200,KETERAMPILAN PRAMUKA: LAGU DAN PERMAINAN,MAMAN SUMANTA-FITRIA JUWITA S.,UMUM,2017,UMUM,0," 45,000 "
3083700220,PANDUAN IMPLEMENTASI PENGUATAN PENDIDIKAN KARAKTER,DYAH SRIWILUJENG,UMUM,2017,UMUM,0," 35,000 "
3083700370,MENGENAL GERAKAN PRAMUKA,TIM ESENSI,UMUM,2012,UMUM,0," 43,000 "
3083700390,"LEARNING METAMORPHOSIS: HEBAT GURUNYA, DAHSYAT MURIDNYA",DWIYONO IRIYANTO,UMUM,2012,UMUM,0," 66,000 "
3083700420,BELAJAR SEPANJANG WAKTU,JOHN HOLT,PERTI,2014,PERTI,0," 107,000 "
3083700500,PANDUAN KEPELATIHAN SEPAK BOLA ANAK,ERLANGGA FOOTBALL TRAINERS,UMUM,2017,UMUM,0," 90,000 "
3083700530,"KOLASE, MONTASE, & MOZAIK SEDERHANA",SYAKIR MUHARRAR & SRI VERAYANTI,UMUM,2013,UMUM,0," 66,000 "
3083700550,PANDUAN PENDIDIKAN ANTIKORUPSI U/ SISWA,YUGHA ERLANGGA,UMUM,2014,UMUM,0," 52,000 "
3083700560,MAU KEMANA SETELAH SMA?,WULAN AYODYA,UMUM,2014,UMUM,0," 87,000 "
3083700690,"JADI MAHASISWA KAYA, KENAPA TIDAK!",MOCH. ANDIK,UMUM,2016,UMUM,0," 50,000 "
3083700710,SERI LULUS SKU PRAMUKA: SIAGA MULA,MAMAN SUMANTA-FITRIA JUWITA S.,UMUM,2014,UMUM,0," 42,000 "
3083700720,SERI LULUS SKU PRAMUKA: SIAGA TATA,MAMAN SUMANTA-FITRIA JUWITA S.,UMUM,2014,UMUM,0," 42,000 "
3083700730,SERI LULUS SKU PRAMUKA: SIAGA BANTU,MAMAN SUMANTA-FITRIA JUWITA S.,UMUM,2014,UMUM,0," 42,000 "
3083700740,SERI LULUS SKU PRAMUKA: PENGGALANG RAMU,MAMAN SUMANTA-FITRIA JUWITA S.,UMUM,2014,UMUM,0," 50,000 "
3083700750,SERI LULUS SKU PRAMUKA: PENGGALANG RAKIT,MAMAN SUMANTA-FITRIA JUWITA S.,UMUM,2014,UMUM,0," 37,000 "
3083700770,"MENJADI REMAJA HEBAT: KUAT KARAKTERKU, DAHSYAT PRESTASIKU",DWIYONO IRIYANTO,UMUM,2015,UMUM,0," 55,000 "
3083700780,SERI LULUS SKU PRAMUKA: PENEGAK LAKSANA,MAMAN SUMANTA-FITRIA JUWITA S.,UMUM,2015,UMUM,0," 57,000 "
3083700800,SERI LULUS SKU PRAMUKA: PENEGAK BANTARA,MAMAN SUMANTA-FITRIA JUWITA S.,UMUM,2015,UMUM,0," 70,000 "
3083700810,KETERAMPILAN PRAMUKA: SANDI,ISRAR ARDIANSYAH,UMUM,2015,UMUM,0," 43,000 "
3083700820,KETERAMPILAN PRAMUKA: PERATURAN BARIS-BERBARIS,MAMAN SUMANTA-FITRIA JUWITA S.,UMUM,2017,UMUM,0," 45,000 "
3083700990,9 KARAKTER GURU EFEKTIF,JACQUIE TURNBULL,UMUM,2016,UMUM,0," 75,000 "
3083701000,ARIF RAHMAN GURU,UKIM KOMARUDIN,UMUM,2015,UMUM,0," 87,000 "
3083701020,8 ETOS KEGURUAN,JANSEN SINAMO,UMUM,2016,UMUM,0," 65,000 "
3083701030,"AYO, MERAWAT INDONESIA",YUGHA ERLANGGA,UMUM,2017,UMUM,0," 55,000 "
3083710040,"PENDIDIKAN KARAKTER DLM 25METODE AKTIF,KREATIF,INOVATIF",RETNO LISTYARTI,UMUM,2012,UMUM,0," 110,000 "
3083710060,MEMAHAMI ANAK BERKEBUTUHAN KHUSUS,JENNY THOMPSON,UMUM,2014,UMUM,0," 75,000 "
3083710090,100 IDE UNTUK GURU PAUD: MEMBIMBING ANAK SIAP SEKOLAH,CLARE FORD,UMUM,2017,UMUM,0," 75,000 "
3083710100,100 IDE UNTUK GURU PAUD: AKTIVITAS MENARIK,LUCY PEET,UMUM,2017,UMUM,0," 53,000 "
3083710110,100 IDE UNTUK GURU: MENGEMBANGKAN KETERAMPILAN BERPIKIR,STEVE BOWKETT,UMUM,2017,UMUM,0," 65,000 "
3083710130,SERI BERANI MENGINSPIRASI: CARA KREATIFKU MENGAJAR,DINA ALFIYANTI,UMUM,2016,UMUM,0," 40,000 "
3083720070,RAHASIA MENJADI MILIUNER UNTUK ANAK,ANDY HEYWARD-AMY HEYWARD,UMUM,2017,UMUM,0," 45,000 "
3083740010,PANDUAN MEMASUKI DUNIA KERJA,DJOKO PURWANTO,UMUM,2016,UMUM,0," 70,000 "
3084070010,BETAPA MUDAH MENYUSUN TULISAN ILMIAH,PROF. SUYANTO-ASEP JIHAD,UMUM,2016,UMUM,0," 47,000 "
3086410260,SERI HIDANGAN POPULER: PASTA,TABULARASA,UMUM,2016,UMUM,0," 52,000 "
3086410330,SERI HIDANGAN SEHAT: SALAD,TABULARASA,UMUM,2017,UMUM,0," 52,000 "
3086410380,SERI HIDANGAN POPULER: SANDWICH,LINDA F. ADIMIDJAJA,UMUM,2016,UMUM,0," 45,000 "
3086410690,BOGA UNTUK SMK: MENGOLAH IKAN,WULAN AYODYA,UMUM,2016,UMUM,0," 58,000 "
3086410990,SERI HIDANGAN SEHAT: SMOOTHIES,TABULARASA,UMUM,2017,UMUM,0," 52,000 "
3086490040,WATCH MY BABY GROW,DORLING KINDERSLEY,UMUM,2017,UMUM,0," 200,000 "
3088130110,BRIDGET SI RATU SEKOLAH,PAIGE HARBISON,UMUM,2016,UMUM,0," 93,000 "
3088130190,PENGANTIN BARU (LAGI),JESSICA FOX,UMUM,2016,UMUM,0," 87,000 "
3089200250,MENGENAL PAHLAWAN NASIONAL JL.1,DINA ALFIYANTI,UMUM,2015,UMUM,0," 65,000 "
3089200260,MENGENAL PAHLAWAN NASIONAL JL.2,DINA ALFIYANTI,UMUM,2015,UMUM,0," 65,000 "
3089590020,MENGENAL BUDAYA NASIONAL: KERAJAAN NUSANTARA,JOKO DARMAWAN,UMUM,2016,UMUM,0," 66,000 "
3089590030,SERI LITERASI REMAJA: KISAH RAMAYANA,B. SURYOSUBROTO,UMUM,2016,UMUM,0," 56,000 "
32001018,DATA ARSITEK JL.1 ED.33#,ERNST NEUFERT,PERTI,1996,PERTI,0," 420,000 "
32001019,DATA ARSITEK JL.2 ED.33##,ERNST NEUFERT,PERTI,2003,PERTI,0," 247,000 "
51110010,KIAT JITU MENULIS & MENERBITKAN BUKU#,SUTANTO,PERTI,2010,PERTI,0," 115,000 "
51150040,MAKRO EKONOMI#,GREGORY MANKIW,PERTI,2008,PERTI,0," 310,000 "
51170010,PENGANTAR PENERBANGAN PERSPEKTIF PROFESIONAL#,CAPT. DESMOND HUTAGAOL,PERTI,2013,PERTI,0," 203,000 "
51170020,SKP: KEPERAWATAN DSR JL.1#,MARIA SUSIATI,PERTI,2009,PERTI,0," 56,000 "
51330070,PSIKOLOGI PENDIDIKAN/6/1#,ORMROD,PERTI,2010,PERTI,0," 342,000 "
51330080,PSIKOLOGI PENDIDIKAN/6/2#,ORMROD,PERTI,2011,PERTI,0," 377,000 "
51330510,PENGANTAR KOMUNIKASI MASSA JL.2#,STANLEY J. BARAN,PERTI,2014,PERTI,0," 210,000 "
51340170,BIOLOGI JL.1 ED.8,CAMBELL,PERTI,2010,PERTI,0," 597,000 "
51340180,BIOLOGI JL.2 ED.8,CAMBELL,PERTI,2012,PERTI,0," 440,000 "
51340190,BIOLOGI JL.3 ED.8,CAMBELL,PERTI,2012,PERTI,0," 406,000 "
51340200,KALKULUS JL.1 ED.9#,PURCELL,PERTI,2010,PERTI,0," 310,000 "
51340210,KALKULUS JL.2 ED.9#,PURCELL,PERTI,2011,PERTI,0," 278,000 "
51340220,KIMIA DASAR JL.1 ED.9,PETRUCCI,PERTI,2011,PERTI,0," 400,000 "
51340230,KIMIA DASAR JL.2 ED.9#,PETRUCCI,PERTI,2012,PERTI,0," 320,000 "
51340240,KIMIA DASAR JL.3 ED.9,PETRUCCI,PERTI,2014,PERTI,0," 290,000 "
51350640,PSIKOLOGI KOGNITIF JL.1 ED.8#,ROBERT SOLSO,PERTI,2009,PERTI,0," 197,000 "
51350700,MANAJEMEN PEMASARAN JL.1/13#,PHILIP KOTLER,PERTI,2009,PERTI,0," 330,000 "
51350710,MANAJEMEN PEMASARAN JL.2/13#,PHILIP KOTLER,PERTI,2010,PERTI,0," 355,000 "
51350900,MANAJEMEN JL.1 ED.10#,ROBBINS & COULTER,PERTI,2010,PERTI,0," 290,000 "
51370350,AT A GLANCE SIST.REPRODUKSI#,LINDA HEFFNER,PERTI,2008,PERTI,0," 95,000 "
51370410,ANATOMI BERORIENTASI KLINIS JL.1,MOORE,PERTI,2013,PERTI,0," 708,000 "
