ITEMID,JUDUL,PENULIS,KURIKULUM,TAHUNTERBIT,JENJANG,PARETO, HARGA 
1033010050,IPS GEOGRAFI SMP/MTS/KLS.VIII/K2013,"N.SUPARNO, SRI PUJIASTUTI, HARYO TAMTOMO",K2013,2014,SMP,0," 56,000 "
1033010051,IPS GEOGRAFI SMP/MTS/KLS.VIII/K13N,N.SUPARNO-HARYO TAMTOMO,K13N,2017,SMP,0," 80,000 "
1033010060,IPS GEOGRAFI SMP/MTS/KLS.IX/K2013,"N.SUPARNO, SRI PUJIASTUTI, HARYO TAMTOMO",K2013,2015,SMP,0," 78,000 "
1033010061,IPS GEOGRAFI SMP/MTS/KLS.IX/K13N,N.SUPARNO-HARYO TAMTOMO,K13N,2018,SMP,0," 78,999 "
1033230011,PEND. PANCASILA & KEWARGANEGARAAN SMP KLS.VII/K2013/REVISI,SRI TUTIK CAHYANINGSIH,K2013,2014,SMP,0," 72,000 "
1033230020,PEND. PANCASILA & KEWARGANEGARAAN SMP KLS.VIII/K2013,SRI TUTIK CAHYANINGSIH,K2013,2014,SMP,0," 80,000 "
1033230030,PEND. PANCASILA & KEWARGANEGARAAN SMP KLS.IX/K2013,SRI TUTIK CAHYANINGSIH,K2013,2015,SMP,0," 67,000 "
1033700020,BRIGHT JL.1 - ENGLISH COURSE FOR JUNIOR HIGH SCHOOL/K2013 (R,NUR ZAIDA,K2013,2013,SMP,0," 50,000 "
1033700021,BRIGHT JL.1 ENGLISH COURSE FOR JUNIOR HIGH SCHOOL/K13/REVISI,NUR ZAIDA,K2013,2014,SMP,0," 65,000 "
1033700022,BRIGHT JL.1 - ENGLISH COURSE FOR JUNIOR HIGH SCHOOL/K13N,NUR ZAIDA,K13N,2016,SMP,0," 50,000 "
1033700030,BRIGHT JL.2 - ENGLISH COURSE FOR JUNIOR HIGH SCHOOL/K2013,NUR ZAIDA,K2013,2014,SMP,0," 100,000 "
1033700031,BRIGHT JL.2 - ENGLISH COURSE FOR JUNIOR HIGH SCHOOL/K13N,NUR ZAIDA,K13N,2017,SMP,0," 60,000 "
1033700040,BRIGHT JL.3 - ENGLISH COURSE FOR JUNIOR HIGH SCHOOL/K2013,NUR ZAIDA,K2013,2015,SMP,0," 50,000 "
1033700041,BRIGHT JL.3 - ENGLISH COURSE FOR JUNIOR HIGH SCHOOL/K13N,NUR ZAIDA,K13N,2018,SMP,0," 50,999 "
10340010,KIMIA SMA JL.1(KTSP),UNGGUL SUDARMO,KTSP,2007,SMA,0," 90,000 "
10340020,KIMIA SMA JL.2(KTSP),UNGGUL SUDARMO,KTSP,2007,SMA,0," 110,000 "
10340030,KIMIA SMA JL.3(KTSP),UNGGUL SUDARMO,KTSP,2007,SMA,0," 122,000 "
10340040,FISIKA SMA/MA JL.1(KTSP),SUPIYANTO,KTSP,2007,SMA,0," 107,000 "
10340050,FISIKA SMA/MA JL.2(KTSP),SUPIYANTO,KTSP,2007,SMA,0," 122,000 "
10340060,FISIKA SMA/MA JL.3(KTSP),SUPIYANTO,KTSP,2007,SMA,0," 140,000 "
1034200020,LPR BHS. INGGRIS SMP JL.1/KTSP,NUR ZAIDA,KTSP,2016,SMP,0," 32,000 "
1034200030,LPR BHS. INGGRIS SMP JL.2/KTSP,NUR ZAIDA,KTSP,2016,SMP,0," 42,000 "
1034200040,LPR BHS. INGGRIS SMP JL.3/KTSP,NUR ZAIDA,KTSP,2016,SMP,0," 40,000 "
1034900010,LPR B. INDONESIA SMP JL.1/KTSP,SAHERI,KTSP,2016,SMP,0," 42,000 "
1034900020,LPR B. INDONESIA SMP JL.2/KTSP,SAHERI,KTSP,2016,SMP,0," 47,000 "
1034900030,LPR B. INDONESIA SMP JL.3/KTSP,SAHERI,KTSP,2016,SMP,0," 50,000 "
1035100180,LPR MATEMATIKA SMP/MTS/KLS.VII/K2013,M.RIDHO,K2013,2014,SMP,0," 43,000 "
1035100190,LPR MATEMATIKA SMP/MTS/KLS.VIII/K2013,M.RIDHO,K2013,2014,SMP,0," 43,000 "
1035100200,LPR MATEMATIKA SMP/MTS/KLS.IX/K2013,M.RIDHO,K2013,2015,SMP,0," 40,000 "
1036570010,IPS EKONOMI SMP/MTS/KLS.VII/K2013,"N.SUPARNO, SRI PUJIASTUTI, HARYO TAMTOMO",K2013,2014,SMP,0," 52,000 "
1036570011,IPS EKONOMI SMP/MTS/KLS.VII/K13N,N.SUPARNO-HARYO TAMTOMO,K13N,2017,SMP,0," 35,000 "
1036570020,IPS EKONOMI SMP/MTS/KLS.VIII/K2013,"N.SUPARNO, SRI PUJIASTUTI, HARYO TAMTOMO",K2013,2014,SMP,0," 56,000 "
1036570021,IPS EKONOMI SMP/MTS/KLS.VIII/K13N,N.SUPARNO-HARYO TAMTOMO,K13N,2017,SMP,0," 55,000 "
1036570030,IPS EKONOMI SMP/MTS/KLS.IX/K2013,"N.SUPARNO, SRI PUJIASTUTI, HARYO TAMTOMO",K2013,2015,SMP,0," 52,000 "
1036570031,IPS EKONOMI SMP/MTS/KLS.IX/K13N,"N.SUPARNO, SRI PUJIASTUTI, HARYO TAMTOMO",K13N,2018,SMP,0," 52,999 "
1043010010,SOSIOLOGI SMA/MA KLS.X/K2013,KUN MARYATI-JUJU SURYAWATI,K2013,2014,SMA,0," 95,000 "
1043010011,SOSIOLOGI SMA/MA KLS.X/K13N,KUN MARYATI-JUJU SURYAWATI,K13N,2016,SMA,0," 80,000 "
1043010020,SOSIOLOGI SMA/MA KLS.XI/K2013,KUN MARYATI-JUJU SURYAWATI,K2013,2014,SMA,0," 80,000 "
1043010021,SOSIOLOGI SMA/MA KLS.XI/K13N,KUN MARYATI-JUJU SURYAWATI,K13N,2017,SMA,0," 65,000 "
1043010030,SOSIOLOGI SMA/MA KLS.XII/K2013,KUN MARYATI-JUJU SURYAWATI,K2013,2015,SMA,0," 65,000 "
1043010031,SOSIOLOGI SMA/MA KLS.XII/K13N,KUN MARYATI-JUJU SURYAWATI,K13N,2017,SMA,0," 75,000 "
1043010120,SPM SOSIOLOGI SMA/MA,KUN MARYATI-SR ARIAWAN,IRISAN,2015,SMA,0," 65,000 "
1044200010,SPM BHS INGGRIS SMA/K2013,SARWOKO,K2013,2015,SMA,0," 87,000 "
1044950010,BK. TEKS BHS. MANDARIN SMA JL.1,DILAH KENCONO,KTSP,2013,SMA,0," 87,000 "
1044950020,BK. TEKS BHS. MANDARIN SMA JL.2,DILAH KENCONO,KTSP,2013,SMA,0," 87,000 "
1044950030,BK. TEKS BHS. MANDARIN SMA JL.3,DILAH KENCONO,KTSP,2014,SMA,0," 85,000 "
1045000050,LPR BIOLOGI SMA KLS.X/KTSP,IRNANINGTYAS,KTSP,2016,SMA,0," 56,000 "
1045000060,LPR BIOLOGI SMA KLS.XI/KTSP,IRNANINGTYAS,KTSP,2016,SMA,0," 56,000 "
1045000070,LPR BIOLOGI SMA KLS.XII/KTSP,IRNANINGTYAS,KTSP,2016,SMA,0," 40,000 "
1045300010,LPR FISIKA SMA KLS.X/KTSP,IWAN SUGIHARTONO,KTSP,2016,SMA,0," 43,000 "
1045300020,LPR FISIKA SMA KLS.XI/KTSP,IWAN SUGIHARTONO,KTSP,2016,SMA,0," 42,000 "
1045300030,LPR FISIKA SMA KLS.XII/KTSP,IWAN SUGIHARTONO,KTSP,2017,SMA,0," 45,000 "
1049000040,SPM GEOGRAFI SMA/MA,SUNARYO-YUNI N.,IRISAN,2015,SMA,0," 72,000 "
13000019,AT A GLANCE FARMAKOLOGI MEDIS#,MICHAEL J. NEAL,PERTI,2006,PERTI,0," 116,000 "
2000800170,PENGEMBANGAN DIRI: SI BONGSOR YG MANIS,LOLA ORETT,ANAK,2016,ANAK,0," 40,000 "
2000800180,PENGEMBANGAN DIRI: AKU INGIN CEPAT BESAR,LOLA ORETT,ANAK,2016,ANAK,0," 40,000 "
2000801450,LINGKUNGAN SEHAT: RAMBUT BARU APARTEMEN,WATIEK IDEO-DK WARDHANI,ANAK,2016,ANAK,0," 42,000 "
2000801460,"DORA THE EXPLORER: BERSEDIA, SIAP, BERMAIN!",MAGGIE HULL,ANAK,2016,ANAK,0," 40,000 "
2000801470,LINGKUNGAN SEHAT: RUMAH YG TAKUT DISUNTIK,WATIEK IDEO-DK. WARDHANI,ANAK,2016,ANAK,0," 42,000 "
2000801540,LINGKUNGAN SEHAT: SEKOLAH TUA DI TENGAH KOTA,WATIEK IDEO-DK. WARDHANI,ANAK,2017,ANAK,0," 39,000 "
2000801550,LINGKUNGAN SEHAT: BERSIN2 PABRIK TEPUNG,WATIEK IDEO-DK. WARDHANI-DIAN KUSUMA W.,ANAK,2017,ANAK,0," 45,000 "
2002070160,KISAH NABI: NABI MUSA AS,UMMU FARIS,ANAK,2016,ANAK,0," 60,000 "
2002070210,KISAH NABI: NABI SULAIMAN AS,UMMU ADNAN-TIM EMIR,ANAK,2016,ANAK,0," 62,000 "
2002070220,KISAH NABI: NABI ZAKARIA AS,YUGHA ERLANGGA,ANAK,2016,ANAK,0," 58,000 "
2002070300,KISAH WALISONGO: SUNAN KUDUS,TIM EMIR,ANAK,2016,ANAK,0," 73,000 "
2002070320,KISAH WALISONGO: SUNAN KALIJAGA,DEVI LORELA,ANAK,2016,ANAK,0," 62,000 "
2003880021,DONGENG PARA PUTRI/REVISI,AYU PRAMESWARY,ANAK,2017,ANAK,0," 45,000 "
2003980010,SERI DONGENG NUSANTARA: PUTRI KEMUNING,ALDORA,ANAK,2017,ANAK,0," 48,000 "
2003980020,SERI DONGENG NUSANTARA: SI LEUNGLI,ALDORA,ANAK,2016,ANAK,0," 46,000 "
2003980040,SERI DONGENG NUSANTARA: BAWANG MERAH BAWANG PUTIH,TIM EFK,ANAK,2016,ANAK,0," 43,000 "
2003980060,SERI DONGENG NUSANTARA: TIMUN MAS,ALDORA,ANAK,2016,ANAK,0," 45,000 "
2004570010,ULYSSES MOORE 7: DESA YG SEKARAT,PIERDOMENICO BACCALARIO,ANAK,2016,ANAK,0," 156,000 "
2005030020,KAMUS SAINS BERGAMBAR JUNIOR,SARAH KHAN,ANAK,2016,ANAK,0," 140,000 "
2005100030,DISNEY LEARNING FROZEN: ADDITION & SUBSTRACTION,SCHOLASTIC AUSTRALIA,ANAK,2016,ANAK,0," 87,000 "
2005100040,DISNEY LEARNING SOFIA: ADDITION (PENJUMLAHAN),SCHOLASTIC AUSTRALIA,ANAK,2016,ANAK,0," 87,000 "
2005100050,DISNEY LEARNING SOFIA: SUBSTRACTION (PENGURANGAN),SCHOLASTIC AUSTRALIA,ANAK,2016,ANAK,0," 87,000 "
2005100060,DISNEY LEARNING TOY STORY: ADDITION & SUBSTRACTION,SCHOLASTIC AUSTRALIA,ANAK,2016,ANAK,0," 87,000 "
2005100070,DISNEY LEARNING CARS: ADDITION (PENJUMLAHAN),SCHOLASTIC AUSTRALIA,ANAK,2016,ANAK,0," 87,000 "
2005100080,DISNEY LEARNING CARS: SUBSTRACTION (PENGURANGAN),SCHOLASTIC AUSTRALIA,ANAK,2016,ANAK,0," 87,000 "
2005200040,SEE INSIDE: ALAM SEMESTA (THE UNIVERSE),ALEX FRITH,ANAK,2016,ANAK,0," 310,000 "
2005250010,SEE INSIDE: CUACA & IKLIM (WEATHER AND CLIMATE),KATIE DAYNES,ANAK,2016,ANAK,0," 290,000 "
2007070180,"STIKER BAJU BONEKA: FASHION DESIGNER, JALAN-JALAN",FIONA WATT,ANAK,2016,ANAK,0," 115,000 "
2007070190,"STIKER BAJU BONEKA: FASHION DESIGNER, RANCANGAN PERTAMAKU",FIONA WATT,ANAK,2016,ANAK,0," 115,000 "
2007430590,MINNIE MOUSE: BUTIK CANTIK MINNIE,BILL SCOLLON,ANAK,2016,ANAK,0," 197,000 "
2007430680,HELLO KITTY: MEWARNAI BAJU HELLO KITTY,TIM EFK,ANAK,2016,ANAK,0," 30,000 "
2007430690,MINNIE: BUTIK PITA MINNIE,TIM EFK,ANAK,2016,ANAK,0," 32,000 "
2007430700,SOFIA THE FIRST: SELAMAT DATANG DI AKADEMI ROYAL PREP,TIM EFK,ANAK,2016,ANAK,0," 30,000 "
2007430710,THOMAS & FRIENDS: SEHARI BERSAMA THOMAS & FRIENDS,TIM EFK,ANAK,2016,ANAK,0," 32,000 "
2007430720,THOMAS & FRIENDS: THOMAS DI PULAU SODOR,TIM EFK,ANAK,2016,ANAK,0," 32,000 "
2007430730,STRAWBERRY SHORTCAKE: KELAS BARU STRAWBERRY SHORTCAKE,TIM EFK,ANAK,2016,ANAK,0," 32,000 "
2007430740,HELLO KITTY: HELLO KITTY YG SIBUK,TIM EFK,ANAK,2016,ANAK,0," 30,000 "
2007430750,SOFIA THE FIRST: BERSAHABAT DG SOFIA,TIM EFK,ANAK,2016,ANAK,0," 28,000 "
2007430770,STRAWBERRY SHORTCAKE: HARI2 SERU,TIM EFK,ANAK,2016,ANAK,0," 28,000 "
2007430780,HELLO KITTY: GUNTING & TEMPEL BERSAMA HELLO KITTY,TIM EFK,ANAK,2016,ANAK,0," 36,000 "
2007430790,HELLO KITTY: BELAJAR MENEBALKAN GARIS & MEWARNAI,TIM EFK,ANAK,2016,ANAK,0," 32,000 "
2007430800,HELLO KITTY: MENCARI JALAN#,TIM EFK,ANAK,2016,ANAK,0," 32,000 "
2007430810,SOFIA THE FIRST: SERU BERSAMA SOFIA,TIM EFK,ANAK,2016,ANAK,0," 28,000 "
2007430820,SOFIA THE FIRST: PESTA DANSA,TIM EFK,ANAK,2016,ANAK,0," 85,000 "
2007430830,SOFIA THE FIRST: LATIHAN MENULIS,TIM EFK,ANAK,2016,ANAK,0," 40,000 "
2007430840,SOFIA THE FIRST: SOFIA TERSESAT,TIM EFK,ANAK,2016,ANAK,0," 52,000 "
2007430850,DISNEY JUNIOR: BERMAIN KATA BERSAMA MINNIE,TIM EFK,ANAK,2016,ANAK,0," 28,000 "
2007430860,SOFIA THE FIRST: AKTIVITAS PINTAR PUTRI SOFIA#,TIM EFK,ANAK,2016,ANAK,0," 45,000 "
2007430870,SOFIA THE FIRST: GUNTING TEMPEL BERSAMA SOFIA,TIM EFK,ANAK,2016,ANAK,0," 46,000 "
2007430880,HELLO KITTY: MENGENAL BENDA DI SEKITAR#,TIM EFK,ANAK,2016,ANAK,0," 35,000 "
2007430890,AURIN HANA LOLIE: MY FAVORITE! (KESUKAANKU!),RINA PUSPITA,ANAK,2016,ANAK,0," 28,000 "
2007430930,HELLO KITTY: MENGGAMBAR BENTUK BERSAMA HELLO KITTY,TIM EFK,ANAK,2016,ANAK,0," 33,000 "
2007430940,STRAWBERRY SHORTCAKE: MEWARNAI BAJU STRAWBERRY SHORTCAKE,TIM EFK,ANAK,2016,ANAK,0," 28,000 "
2007430950,STRAWBERRY SHORTCAKE: MARI MENGGAMBAR!,TIM EFK,ANAK,2016,ANAK,0," 33,000 "
2007430960,STRAWBERRY SHORTCAKE: BELAJAR SOPAN SANTUN BERSAMA STRAWBERR,TIM EFK,ANAK,2016,ANAK,0," 38,000 "
2007430970,STRAWBERRY SHORTCAKE: LATIHAN PENJUMLAHAN,TIM EFK,ANAK,2016,ANAK,0," 32,000 "
2007430980,STRAWBERRY SHORTCAKE: LATIHAN PENGURANGAN,TIM EFK,ANAK,2016,ANAK,0," 32,000 "
2007431000,CERITA PUTRI-PUTRI,TIM EFK,ANAK,2017,ANAK,0," 45,000 "
2007450050,AYO BERKREASI ORIGAMI: DEKORASI RUMAH,KRICSKOVICS ZSUZSANNA,ANAK,2016,ANAK,0," 70,000 "
2007450070,AURIN HANA LOLIE: BATIK CANTIK,TIM EFK,ANAK,2016,ANAK,0," 110,000 "
2007450140,SOBEK & LIPAT: ORIGAMI HEWAN,TIM EFK,ANAK,2016,ANAK,0," 70,000 "
2007450150,MENGGULUNG & MELIPAT KOKORU: TRANSPORTASI,TIM KOKORU,ANAK,2016,ANAK,0," 78,000 "
2007450160,KREASI PIRING KERTAS,IZZUL FITRIYAH,ANAK,2017,ANAK,0," 45,000 "
2007450170,BERMAIN ORIGAMI,MR. ORIGAMI (SELAMET BACHTIAR),ANAK,2017,ANAK,0," 80,000 "
2007450180,KREASI LIPAT KERTAS,IZZUL FITRIYAH,ANAK,2017,ANAK,0," 65,000 "
2007450190,AYO BERKREASI DOODLE,MAS THOLLE,ANAK,2017,ANAK,0," 70,000 "
2007500010,KREASI CAP JARI,AMELIA SOFYAN,ANAK,2016,ANAK,0," 52,000 "
2007930110,YUK MENEMPEL: KENDARAAN,TIM EFK,ANAK,2016,ANAK,0," 128,000 "
2007930120,YUK MENEMPEL: HEWAN INDONESIA,TIM EFK,ANAK,2016,ANAK,0," 128,000 "
2007930130,HELLO KITTY: HARI2 HELLO KITTY,TIM EFK,ANAK,2016,ANAK,0," 70,000 "
2007930140,SOFIA THE FIRST: SATU HARI DI ENCHANCIA,TIM EFK,ANAK,2016,ANAK,0," 70,000 "
2007930150,DISNEY JUNIOR: KOLEKSI PITA MINNIE,TIM EFK,ANAK,2016,ANAK,0," 65,000 "
2007930170,STRAWBERRY SHORTCAKE: BERLIBUR DI BERRY BITTY,TIM EFK,ANAK,2016,ANAK,0," 65,000 "
2007930180,DORA THE EXPLORER: RUMAHKU,ERIC WEINER,ANAK,2016,ANAK,0," 50,000 "
2007930190,DORA THE EXPLORER: MAINAN DORA,ERIC WEINER,ANAK,2016,ANAK,0," 70,000 "
2007930200,DORA THE EXPLORER: AKTIVITAS DI SEKOLAH,ERIC WEINER,ANAK,2016,ANAK,0," 68,000 "
2007930210,DORA THE EXPLORER: PERTUNJUKAN BALET,GEOF SMITH,ANAK,2016,ANAK,0," 40,000 "
2007930220,DORA THE EXPLORER: DORA & RAJA UNICORN,MOLLY REISNER,ANAK,2016,ANAK,0," 40,000 "
2007930230,DORA THE EXPLORER: KEJUTAN ULANG TAHUN DORA,MOLLY REISNER,ANAK,2016,ANAK,0," 36,000 "
2007930240,DORA THE EXPLORER: RUMAH NENEK,COURTNEY CARBONE,ANAK,2016,ANAK,0," 36,000 "
2007930250,DORA THE EXPLORER: SEHARI BERSAMA DORA,ERIC WEINER,ANAK,2016,ANAK,0," 38,000 "
2007930260,DORA THE EXPLORER: OLAHRAGA BERSAMA DORA,ERIC WEINER,ANAK,2016,ANAK,0," 65,000 "
2007930270,DORA THE EXPLORER: LIBURAN BERSAMA DORA,ERIC WEINER,ANAK,2016,ANAK,0," 38,000 "
2008082550,ANAK SEHAT: ROKI BIANG KERINGAT,TIM EFK,ANAK,2016,ANAK,0," 35,000 "
2008082560,ANAK SEHAT: CIKA ALERGI,TIM EFK,ANAK,2016,ANAK,0," 35,000 "
2008082570,ANAK SEHAT: LOLA BISULAN,TIM EFK,ANAK,2016,ANAK,0," 35,000 "
2008082580,ANAK SEHAT: KENI PILEK,TIM EFK,ANAK,2016,ANAK,0," 35,000 "
2008082590,PENGEMBANGAN EMOSI: KETIKA MAMA PERGI,WATIEK IDEO,ANAK,2016,ANAK,0," 38,000 "
2008082600,PENGEMBANGAN EMOSI: KETIKA PAPA KEHILANGAN PEKERJAAN,WATIEK IDEO,ANAK,2016,ANAK,0," 36,000 "
2008082610,PENGEMBANGAN EMOSI: KETIKA KAMI HARUS PINDAH,WATIEK IDEO,ANAK,2017,ANAK,0," 45,000 "
2008082620,PENGEMBANGAN EMOSI: KETIKA AKU PUNYA ADIK,WATIEK IDEO,ANAK,2017,ANAK,0," 45,000 "
2008082630,PAKET LITERASI A,TIM EFK,ANAK,2016,ANAK,0," 500,000 "
2008082640,PAKET LITERASI B,TIM EFK,ANAK,2016,ANAK,0," 500,000 "
2008082650,KISAH SI PEMBERANI: RORI SI PELUPA,SUSAN MONALUSIA,ANAK,2017,ANAK,0," 50,000 "
2008082660,KISAH SI PEMBERANI: OLLI SI PENAKUT,SUSAN MONALUSIA,ANAK,2017,ANAK,0," 39,000 "
2008082700,"PENGEMBANGAN DIRI: JANGAN TAKUT, CLOOPY BAIK KOQ!",CUCU NURHASANAH,ANAK,2017,ANAK,0," 40,000 "
2008082710,PENGEMBANGAN DIRI: PABRIK PAK HAULG,ARLEEN AMIDJAJA,ANAK,2017,ANAK,0," 50,000 "
2008082720,PENGEMBANGAN DIRI: DAHULU ADA PETERNAKAN,ARLEEN AMIDJAJA,ANAK,2017,ANAK,0," 48,000 "
2008082740,PENGEMBANGAN DIRI: TENTANG MEMAAFKAN,HAN CHANDRA,ANAK,2017,ANAK,0," 50,000 "
2008082750,PAKET LITERASI C,TIM EFK,ANAK,2017,ANAK,0," 1,203,000 "
2008082760,THOMAS & FRIENDS: THOMAS LOKOMOTIF YG SUKA MENOLONG,THE REVEREND W. AWDRY,ANAK,2017,ANAK,0," 40,000 "
2008082770,THOMAS & FRIENDS: HENRY LOKOMOTIF HIJAU YG HEBAT,THE REVEREND W. AWDRY,ANAK,2017,ANAK,0," 40,000 "
2008082780,THOMAS & FRIENDS: GORDON LOKOMOTIF BESAR YG KUAT,THE REVEREND W. AWDRY,ANAK,2017,ANAK,0," 40,000 "
2008082790,THOMAS & FRIENDS: JAMES LOKOMOTIF MERAH YG KEREN,THE REVEREND W. AWDRY,ANAK,2017,ANAK,0," 40,000 "
2008082800,THOMAS & FRIENDS: PERCY LOKOMOTIF KECIL YG BERANI,THE REVEREND W. AWDRY,ANAK,2017,ANAK,0," 40,000 "
2008990010,CERITA RAKYAT NUSANTARA 9,TIM ERLANGGA FOR KIDS,ANAK,2016,ANAK,0," 140,000 "
2009000040,NATIONAL GEOGRAPHIC ATLAS DUNIA PANDUAN PENJELAJAH CILIK,NATIONAL GEOGRAPHIC KIDS,ANAK,2017,ANAK,0," 260,000 "
2010090020,PAKET ATK + TAS RANSEL PAUD,TIM EFK,TK,2016,TK,0," 165,000 "
2010090030,TAS RANSEL PAUD EFK (TANPA BUKU & ATK),TIM EFK,TK,2017,TK,0," 75,000 "
2011700030,PAKET CERDAS PLUS USIA 4-5TH/TK#,TIM TADIKA KREATIF,TK,2012,TK,0," 203,000 "
2011700040,PAKET CERDAS PLUS USIA 5-6TH/TK#,TIM TADIKA KREATIF,TK,2012,TK,0," 203,000 "
2011700050,SERI 4SAHABAT CKB: BUDI PEKERTI,CONDRYWATI,TK,2014,TK,0," 40,000 "
2011700060,SBBAA KELOMPOK BERMAIN: KREATIVTAS,TJITJI WARTISAH,TK,2014,TK,0," 43,000 "
2011700070,4SAHABAT-ANAK CERDAS: BUDI PEKERTI USIA 4-5TH,"HERYANTO, S.Pd., M.Si",TK,2015,TK,0," 35,000 "
2011700071,4SAHABAT-ANAK CERDAS: BUDI PEKERTI USIA 4-5TH (JOMBANG),"HERYANTO, S.Pd., M.Si",TK,2017,TK,0," 25,000 "
2011700080,4SAHABAT-ANAK CERDAS: BUDI PEKERTI USIA 5-6TH,"HERYANTO, S.Pd., M.Si",TK,2015,TK,0," 35,000 "
2011700081,4SAHABAT: BUDI PEKERTI USIA 5-6TH (PROYEK JOMBANG),"HERYANTO, S.Pd., M.Si",TK,2017,TK,0," 25,000 "
2012000010,ANAK MUSLIM: AGAMA ISLAM RA A SMT.1,WIWIK PUSPITASARI,TK,2012,TK,0," 17,000 "
2012000020,ANAK MUSLIM: AGAMA ISLAM RA A SMT.2,WIWIK PUSPITASARI,TK,2012,TK,0," 17,000 "
2012000030,ANAK MUSLIM: AGAMA ISLAM RA B SMT.1,WIWIK PUSPITASARI,TK,2012,TK,0," 17,000 "
2012000040,ANAK MUSLIM: AGAMA ISLAM RA B SMT.2,WIWIK PUSPITASARI,TK,2012,TK,0," 17,000 "
2012040010,SBBAA - AKTIVITAS MANASIK HAJI,ANNISA RAHMANIA,TK,2016,TK,0," 28,000 "
2012050010,ANAK MUSLIM: AKHLAKUL KARIMAH RA A,WIWIK PUSPITASARI,TK,2012,TK,0," 17,000 "
2012050020,ANAK MUSLIM: AKHLAKUL KARIMAH RA B,WIWIK PUSPITASARI,TK,2012,TK,0," 17,000 "
2014000030,BUDAK MOTEKAR BASA SUNDA 5-6 TH SMT.1#,POPPY-RENY-HENY,KTSP,2011,TK,0," 17,000 "
2014000040,BUDAK MOTEKAR BASA SUNDA 5-6 TH SMT.2#,POPPY-RENY-HENY,KTSP,2011,TK,0," 17,000 "
2014000440,SMART 3-4 TH: BAHASA INGGRIS,TIM ANAK BANGSA,TK,2011,TK,0," 20,000 "
2014000450,SMART 3-4 TH: BERBAHASA,TIM ANAK BANGSA,TK,2011,TK,0," 20,000 "
2014000660,SMART 3-4 TH: KREATIVITAS,TIM ANAK BANGSA,TK,2011,TK,0," 20,000 "
2014000670,SMART 4-5 TH: KREATIVITAS,TIM ANAK BANGSA,TK,2011,TK,0," 20,000 "
2014000680,SMART 5-6 TH: KREATIVITAS,TIM ANAK BANGSA,TK,2011,TK,0," 20,000 "
2014000920,CERDAS BELAJAR HURUF HIJAIYAH,M. ABDUL ANAN,TK,2013,TK,0," 43,000 "
2014000950,LEARNING ENGLISH THROUGH SONGS 4-5TH,MUKARTO,TK,2013,TK,0," 75,000 "
2014000960,LEARNING ENGLISH THROUGH SONGS 5-6TH,MUKARTO,TK,2013,TK,0," 75,000 "
2014001120,PAKET ABCDE: USIA 4-5TH/Asik Bermain Cara Dora the Explorer,HELYANTINI SOETOPO,TK,2013,TK,0," 278,000 "
2014001240,PAKET ABCDE: USIA 5-6TH/Asik Bermain Cara Dora the Explorer,HELYANTINI SOETOPO,TK,2013,TK,0," 278,000 "
2014001360,SERI AKTIVITAS HURUF HIJAIAH TK 4-5TH SMT.1,WIWIK PUSPITASARI,TK,2013,TK,0," 37,000 "
2014001370,SERI AKTIVITAS HURUF HIJAIAH TK 4-5TH SMT.2,WIWIK PUSPITASARI,TK,2013,TK,0," 37,000 "
2014001380,SERI AKTIVITAS HURUF HIJAIAH TK 5-6TH SMT.1,WIWIK PUSPITASARI,TK,2013,TK,0," 37,000 "
2014001390,SERI AKTIVITAS HURUF HIJAIAH TK 5-6TH SMT.2,WIWIK PUSPITASARI,TK,2013,TK,0," 38,000 "
2014001530,ANAK MUSLIM: BERBAHASA USIA 5-6TH/REVISI-SATUAN,WIWIK PUSPITASARI,TK,2015,TK,0," 27,000 "
2014001581,PAKET SERI ANAK MUSLIM USIA 4-5TH/REVISI - PEND. SAINTIFIK,WIWIK PUSPITASARI,TK,2015,TK,0," 75,000 "
2014001591,PAKET SERI ANAK MUSLIM USIA 5-6TH/REVISI - PEND. SAINTIFIK,WIWIK PUSPITASARI,TK,2015,TK,0," 75,000 "
2014001621,PAKET ANAK SMART PLUS USIA 4-5TH/REVISI/K2013,TIM ANAK BANGSA,K2013,2015,TK,0," 67,000 "
2014001631,PAKET ANAK SMART PLUS USIA 5-6TH/REVISI/K2013,TIM ANAK BANGSA,K2013,2015,TK,0," 67,000 "
2014001640,ANAK SMART PLUS: BHS INGGRIS USIA 4-5TH,TIM ANAK BANGSA,TK,2016,TK,0," 35,000 "
2014001650,ANAK SMART PLUS: BHS INGGRIS USIA 5-6TH,TIM ANAK BANGSA,TK,2016,TK,0," 35,000 "
2014001680,PAKET SERI ANAK CERDAS & TANGKAS USIA 4-5TH,M. AMRULLAH,TK,2016,TK,0," 162,000 "
2014001690,PAKET SERI ANAK CERDAS & TANGKAS USIA 5-6TH,M. AMRULLAH,TK,2016,TK,0," 162,000 "
2014001920,SERI BACA TULIS JL.1: MENGENAL HURUF DAN KATA/TK,IM TRI SUYOTO-ACHMAD SAPARI,TK,2013,TK,0," 37,000 "
2014001930,SERI BACA TULIS JL.2: MENEBALKAN KALIMAT/TK,IM TRI SUYOTO-ACHMAD SAPARI,TK,2013,TK,0," 37,000 "
2014001940,SERI BACA TULIS JL.3: MENGENAL KATA/TK,IM TRI SUYOTO-ACHMAD SAPARI,TK,2013,TK,0," 37,000 "
